Geo Point;Geo Shape;FID;OBJECTID;NCESID;Name;Address;Address 2;City;State;ZIP;ZIP4;Telephone;Type;Status;Population;County;County+State FIPS;Country;NAICS Code;Description;Source;Date Added;Evaluation Method;Date Evaluated;Website;Level;Enrollment;ST_GRADE;End Grade;District ID;FT Teacher;Shelter ID
42.836173452,-72.561449769;"{""type"": ""Point"", ""coordinates"": [-72.56144976899996, 42.836173452]}";399;1598;500252000485;BRATTLEBORO AREA MIDDLE SCHOOL;109 SUNNY ACRES;;BRATTLEBORO;VT;05301;3614;(802) 451-3500;1;1;287;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500252000485;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500252000485;MIDDLE;255;07;08;5002520;32;
44.548969731,-73.160342384;"{""type"": ""Point"", ""coordinates"": [-73.16034238399997, 44.54896973100006]}";72972;72161;500324000092;UNION MEMORIAL SCHOOL;253 MAIN ST;;COLCHESTER;VT;05446;0160;(802) 878-2117;1;1;265;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000092;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000092;PRIMARY;247;KG;02;5003240;18;
45.001344766,-72.118413818;"{""type"": ""Point"", ""coordinates"": [-72.11841381799995, 45.00134476600004]}";58598;59393;500348000429;DERBY ELEMENTARY SCHOOL;907 ELM ST;;DERBY LINE;VT;05830;;(802) 873-3162;1;1;422;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500348000429;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500348000429;PRIMARY;384;PK;06;5003480;38;
44.67036544,-72.923861014;"{""type"": ""Point"", ""coordinates"": [-72.92386101399994, 44.67036544000006]}";39937;39937;500408000134;FLETCHER ELEMENTARY SCHOOL;340 SCHOOL RD;;CAMBRIDGE;VT;05444;9506;(802) 849-6251;1;1;162;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500408000134;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500408000134;PRIMARY;149;PK;06;5004080;13;10781811
42.851761905,-72.564973486;"{""type"": ""Point"", ""coordinates"": [-72.56497348599997, 42.85176190500004]}";90982;91376;500249000061;GREEN STREET SCHOOL;164 GREEN ST;;BRATTLEBORO;VT;05301;3053;(802) 254-3737;1;1;274;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500249000061;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500249000061;PRIMARY;248;KG;06;5002490;26;
44.154630858,-72.662228887;"{""type"": ""Point"", ""coordinates"": [-72.66222888699996, 44.15463085800006]}";14905;14500;500612000440;NORTHFIELD ELEMENTARY SCHOOL;10 CROSS ST;;NORTHFIELD;VT;05663;1397;(802) 485-6161;1;1;324;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500612000440;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500612000440;PRIMARY;297;PK;05;5006120;27;
43.826440531,-73.055335026;"{""type"": ""Point"", ""coordinates"": [-73.05533502599995, 43.826440531000046]}";6784;7977;500248000411;NESHOBE SCHOOL;17 NESHOBE CIRCLE;;BRANDON;VT;05733;9312;(802) 247-3721;1;1;426;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500248000411;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500248000411;PRIMARY;401;PK;06;5002480;25;
43.63855057,-72.963489718;"{""type"": ""Point"", ""coordinates"": [-72.96348971799993, 43.638550570000056]}";58606;59401;500708000279;RUTLAND TOWN ELEMENTARY SCHOOL;1612 POST RD;;RUTLAND TOWN;VT;05701;9803;(802) 775-0566;1;1;390;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500708000279;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500708000279;PRIMARY;357;PK;08;5007080;33;10775976
44.540419991,-73.209513281;"{""type"": ""Point"", ""coordinates"": [-73.20951328099993, 44.54041999100006]}";14899;14494;500324000090;MALLETTS BAY SCHOOL;BLAKELY RD;;COLCHESTER;VT;05446;0028;(802) 264-5900;1;1;557;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000090;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000090;PRIMARY;526;03;05;5003240;31;
44.253499101,-72.786351987;"{""type"": ""Point"", ""coordinates"": [-72.78635198699997, 44.25349910100003]}";46035;46435;500458000169;HARWOOD UNION MIDDLE UHSD #19;458 ROUTE 100;;MORETOWN;VT;05660;;(802) 244-5186;1;1;150;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500458000169;2009-10-13T00:00:00.000Z;IMAGERY;2010-12-28T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500458000169;MIDDLE;135;07;08;5004580;15;10812439
44.167093496,-73.24834074;"{""type"": ""Point"", ""coordinates"": [-73.24834073999993, 44.16709349600006]}";1603;1603;500825000349;VERGENNES UESD #44;43 EAST ST;;VERGENNES;VT;05491;1306;(802) 877-3761;1;1;325;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500825000349;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500825000349;PRIMARY;304;PK;06;5008250;21;
42.788014105,-72.840579589;"{""type"": ""Point"", ""coordinates"": [-72.84057958899994, 42.78801410500005]}";65023;65813;500915000184;WHITINGHAM ELEMENTARY SCHOOL;4299 VT ROUTE 100;;JACKSONVILLE;VT;05342;0199;(802) 368-2880;1;2;-999;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500915000184;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500915000184;UNKNOWN;-2;PK;05;5009150;-2;
44.126239927,-72.54672706;"{""type"": ""Point"", ""coordinates"": [-72.54672705999995, 44.126239927000015]}";6802;7995;500918000380;WILLIAMSTOWN MIDDLE/HIGH SCHOOL;120 HEBERT RD;;WILLIAMSTOWN;VT;05679;0507;(802) 433-5350;1;1;337;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500918000380;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500918000380;OTHER;313;06;12;5009180;24;
44.592059741,-72.61359632;"{""type"": ""Point"", ""coordinates"": [-72.61359631999993, 44.59205974100004]}";39943;39943;500480000161;HYDE PARK ELEMENTARY SCHOOL;50 EAST MAIN ST;;HYDE PARK;VT;05655;9767;(802) 888-2237;1;1;275;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500480000161;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500480000161;PRIMARY;251;PK;06;5004800;24;10784958
42.78429589,-72.768615803;"{""type"": ""Point"", ""coordinates"": [-72.76861580299997, 42.78429589000007]}";90990;91384;500450000145;HALIFAX WEST SCHOOL;246 BRANCH RD;;WEST HALIFAX;VT;05358;;(802) 368-2888;1;1;63;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500450000145;2010-01-29T00:00:00.000Z;IMAGERY/OTHER;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500450000145;PRIMARY;56;KG;08;5004500;7;
44.808440589,-73.083149224;"{""type"": ""Point"", ""coordinates"": [-73.08314922399994, 44.80844058900002]}";33496;33494;500002500215;NORTHWEST TECHNICAL CENTER;71 SOUTH MAIN ST;;SAINT ALBANS;VT;05478;2297;(802) 527-0614;3;1;0;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002500215;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500002500215;UNKNOWN;0;N;N;5000025;0;10776470
44.262960509,-72.569699865;"{""type"": ""Point"", ""coordinates"": [-72.56969986499993, 44.262960509000024]}";26024;27219;500570000200;MAIN STREET SCHOOL;170 MAIN ST;;MONTPELIER;VT;05602;2429;(802) 223-3404;1;1;213;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500570000200;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500570000200;MIDDLE;192;06;08;5005700;21;10812469
44.513304061,-73.249171738;"{""type"": ""Point"", ""coordinates"": [-73.24917173799996, 44.513304061000035]}";46030;46430;500282000070;LYMAN C. HUNT MIDDLE SCHOOL;1364 NORTH AVE;;BURLINGTON;VT;05401;2420;(802) 864-8469;1;1;418;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000070;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000070;MIDDLE;379;06;08;5002820;39;
44.510401536,-72.893492219;"{""type"": ""Point"", ""coordinates"": [-72.89349221899992, 44.51040153600007]}";97040;97837;500822000333;UNDERHILL CENTRAL SCHOOL;6 IRISH SETTLEMENT RD;;UNDERHILL CENTER;VT;05490;9998;(802) 899-4676;1;1;174;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500822000333;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500822000333;PRIMARY;165;PK;04;5008220;9;
44.637133141,-72.67515372;"{""type"": ""Point"", ""coordinates"": [-72.6751537199999, 44.637133141000035]}";39945;39945;500501000168;JOHNSON ELEMENTARY SCHOOL;57 COLLEGE HILL;;JOHNSON;VT;05656;9407;(802) 635-2211;1;1;282;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500501000168;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500501000168;PRIMARY;259;PK;06;5005010;23;10793226
44.886415361,-72.616270467;"{""type"": ""Point"", ""coordinates"": [-72.61627046699992, 44.886415361000026]}";97032;97829;500567000197;MONTGOMERY CENTER SCHOOL;249 SCHOOL DR;;MONTGOMERY CENTER;VT;05471;9722;(802) 326-4618;1;1;140;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500567000197;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500567000197;PRIMARY;130;PK;08;5005670;10;10790115
44.944939981,-72.191781654;"{""type"": ""Point"", ""coordinates"": [-72.19178165399994, 44.94493998100004]}";53357;52951;500600000439;NEWPORT CITY ELEMENTARY SCHOOL;166 SIAS AVE;;NEWPORT;VT;05855;1699;(802) 334-2455;1;1;377;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500600000439;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500600000439;PRIMARY;343;PK;06;5006000;34;
44.502188342,-73.144731647;"{""type"": ""Point"", ""coordinates"": [-73.14473164699994, 44.50218834200006]}";33494;33492;500000500251;WOODSIDE JUVENILE REHABILITATION CENTER;26 WOODSIDE DR;;COLCHESTER;VT;05446;1315;(802) 655-4990;4;1;16;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000500251;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000500251;HIGH;16;07;12;5000005;-1;
42.89413689,-73.136897887;"{""type"": ""Point"", ""coordinates"": [-73.13689788699996, 42.89413689000002]}";39962;39962;500945000393;WOODFORD HOLLOW SCHOOL;995 VT ROUTE 9;;BENNINGTON;VT;05201;7706;(802) 442-4071;1;1;23;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500945000393;2010-01-29T00:00:00.000Z;IMAGERY;2010-05-17T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500945000393;PRIMARY;20;PK;06;5009450;3;
44.486996084,-73.098455654;"{""type"": ""Point"", ""coordinates"": [-73.09845565399993, 44.48699608400004]}";79336;78532;500381000115;ALBERT D. LAWTON SCHOOL;104 MAPLE ST;;ESSEX JUNCTION;VT;05452;3795;(802) 878-1388;1;1;386;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000115;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500381000115;MIDDLE;355;06;08;5003810;31;
43.98503425,-73.038011759;"{""type"": ""Point"", ""coordinates"": [-73.03801175899996, 43.985034250000055]}";53359;52953;500687000259;RIPTON ELEMENTARY SCHOOL;753 LINCOLN RD;;RIPTON;VT;05766;;(802) 388-2208;1;1;50;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500687000259;2010-01-29T00:00:00.000Z;IMAGERY/OTHER;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500687000259;PRIMARY;45;PK;06;5006870;5;10790117
43.066106234,-73.154102698;"{""type"": ""Point"", ""coordinates"": [-73.15410269799996, 43.06610623400006]}";39929;39929;500183000006;FISHER SCHOOL;504 EAST ARLINGTON RD;;ARLINGTON;VT;05250;;(802) 375-6409;1;1;221;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500183000006;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500183000006;PRIMARY;201;PK;05;5001830;20;
42.887196967,-73.195555593;"{""type"": ""Point"", ""coordinates"": [-73.19555559299992, 42.88719696700007]}";39949;39949;500581000208;MT. ANTHONY SENIOR UHSD #14;301 PARK ST EXTENSION;;BENNINGTON;VT;05201;2570;(802) 447-7511;1;1;1054;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500581000208;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500581000208;HIGH;986;09;12;5005810;68;
43.613180807,-72.979719677;"{""type"": ""Point"", ""coordinates"": [-72.97971967699992, 43.613180807000035]}";65019;65809;500705000075;RUTLAND INTERMEDIATE SCHOOL;6365 LIBRARY AVE;;RUTLAND;VT;05701;;(802) 773-1932;1;1;680;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500705000075;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500705000075;PRIMARY;622;03;06;5007050;58;10812503
44.410860488,-72.143871156;"{""type"": ""Point"", ""coordinates"": [-72.14387115599997, 44.41086048800001]}";58597;59392;500345000451;DANVILLE SCHOOL;143 PEACHAM RD;;DANVILLE;VT;05828;0176;(802) 684-3651;1;1;396;CALEDONIA;50005;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500345000451;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500345000451;OTHER;356;PK;12;5003450;40;10793253
44.307382124,-72.08072679;"{""type"": ""Point"", ""coordinates"": [-72.08072678999996, 44.307382124000064]}";84231;85031;500198000421;BARNET ELEMENTARY SCHOOL;163 KID ROW;;BARNET;VT;05821;0042;(802) 633-4978;1;1;241;CALEDONIA;50005;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500198000421;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500198000421;PRIMARY;217;PK;08;5001980;24;10785759
44.654321454,-72.381670869;"{""type"": ""Point"", ""coordinates"": [-72.38167086899992, 44.654321454000055]}";90987;91381;500339000428;CRAFTSBURY SCHOOLS;1422 NORTH CRAFTSBURY RD;;CRAFTSBURY COMMON;VT;05827;;(802) 586-2541;1;1;184;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500339000428;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500339000428;OTHER;168;PK;12;5003390;16;
44.632435668,-73.110081047;"{""type"": ""Point"", ""coordinates"": [-73.11008104699992, 44.632435668000014]}";6794;7987;500561000437;MILTON ELEMENTARY SCHOOL;42 HERRICK AVE;;MILTON;VT;05468;3037;(802) 893-3215;1;1;856;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500561000437;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500561000437;PRIMARY;794;PK;05;5005610;62;10781887
44.704120343,-72.563679446;"{""type"": ""Point"", ""coordinates"": [-72.56367944599997, 44.70412034300004]}";84234;85034;500372000111;EDEN CENTRAL SCHOOL;140 KNOWLES FLAT RD;;EDEN;VT;05652;0029;(802) 635-6630;1;1;145;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500372000111;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500372000111;PRIMARY;131;PK;06;5003720;14;
44.984168432,-72.920248316;"{""type"": ""Point"", ""coordinates"": [-72.92024831599996, 44.98416843200004]}";97027;97824;500411000135;FRANKLIN CENTRAL SCHOOL;15 SCHOOL ST;;FRANKLIN;VT;05457;0146;(802) 285-2100;1;1;157;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500411000135;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500411000135;PRIMARY;147;PK;06;5004110;10;
43.65643356,-72.320090226;"{""type"": ""Point"", ""coordinates"": [-72.32009022599992, 43.656433560000025]}";58602;59397;500459000151;HARTFORD HIGH SCHOOL;37 HIGHLAND AVE;;WHITE RIVER JUNCTION;VT;05001;1715;(802) 295-8610;1;1;623;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000151;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000151;HIGH;558;09;12;5004590;65;10812475
44.380593011,-73.235158668;"{""type"": ""Point"", ""coordinates"": [-73.23515866799993, 44.380593011000016]}";14908;14503;500732000284;SHELBURNE COMMUNITY SCHOOL;345 HARBOR RD;;SHELBURNE;VT;05482;;(802) 985-3331;1;1;889;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500732000284;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500732000284;PRIMARY;831;PK;08;5007320;58;10790105
44.915385572,-73.113019114;"{""type"": ""Point"", ""coordinates"": [-73.11301911399993, 44.915385572000034]}";26028;27223;500798000049;SWANTON SCHOOLS;24 FOURTH ST;;SWANTON;VT;05488;;(802) 868-5346;1;1;637;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500798000049;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500798000049;PRIMARY;581;PK;06;5007980;56;
42.898346297,-73.202418323;"{""type"": ""Point"", ""coordinates"": [-73.20241832299995, 42.89834629700003]}";33498;33496;500213000031;MOLLY STARK SCHOOL;181 ORCHARD ST;;BENNINGTON;VT;05201;1799;(802) 442-2692;1;1;487;BENNINGTON;50003;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500213000031;2010-01-29T00:00:00.000Z;IMAGERY;2010-05-17T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500213000031;PRIMARY;463;PK;05;5002130;24;10780232
44.983513488,-72.678551941;"{""type"": ""Point"", ""coordinates"": [-72.67855194099995, 44.983513488000014]}";84241;85041;500681000255;RICHFORD ELEMENTARY SCHOOL;1 ELEMENTARY SCHOOL RD;;RICHFORD;VT;05476;9606;(802) 848-7453;1;1;262;FRANKLIN;50011;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500681000255;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500681000255;PRIMARY;245;PK;06;5006810;17;
44.513216753,-73.242876377;"{""type"": ""Point"", ""coordinates"": [-73.24287637699994, 44.51321675300005]}";90984;91378;500282000064;C. P. SMITH SCHOOL;332 ETHAN ALLEN PARKWAY;;BURLINGTON;VT;05401;2525;(802) 864-8479;1;1;325;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000064;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000064;PRIMARY;303;PK;05;5002820;22;10784476
